"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"geneSymbol"
"ENSG00000002586"	151.78630605917	-23.4673677437083	4.7851160811039	-4.90424210112256	9.37887557272648e-07	0.00492109601300958	"CD99"
"ENSG00000182487"	187.390837268422	-1.70531024622898	0.476272321239137	-3.58053611386066	0.000342889945134639	0.899571771060726	"NCF1B"
"ENSG00000258516"	2.48023106670393	4.66943820393927	3.23936183016472	1.441468551138	0.149452355835558	0.999586527565408	""
"ENSG00000118113"	1799.75952311686	4.29818486872601	2.14747558417048	2.00150581473842	0.045337907772484	0.999586527565408	"MMP8"
"ENSG00000178605_PAR_Y"	14.3477975453068	3.54256548575174	2.01290050410949	1.7599307459655	0.0784195495006994	0.999586527565408	NA
"ENSG00000029559"	610.43681918841	3.4418792892936	1.52816127854871	2.25230107424416	0.0243032523302214	0.999586527565408	"IBSP"
"ENSG00000277672"	23.1021448597162	3.42175700399597	1.60547126570601	2.1313100253409	0.0330636096906069	0.999586527565408	""
"ENSG00000231768"	2.9840015376705	3.30251681969164	2.56731334405418	1.28637076083453	0.198313697769356	0.999586527565408	"LINC01354"
"ENSG00000180535"	2.76300884560178	3.27482039924083	2.82025655458793	1.16117818923723	0.245569442623778	0.999586527565408	"BHLHA15"
"ENSG00000185291_PAR_Y"	10.4995644891716	3.16163253523907	1.60713480712852	1.96724787567011	0.0491546410498474	0.999586527565408	NA
"ENSG00000273513"	4.93315490248277	3.14582926378273	2.16752168338069	1.45134846304106	0.146682852786513	0.999586527565408	"TBC1D3K"
"ENSG00000187867"	2.64722990356844	3.11436866497069	2.56101768727259	1.2160668317318	0.223959464316462	0.999586527565408	"PALM3"
"ENSG00000234460"	2.59283994765804	3.04809878554108	3.61906153919042	0.842234582787155	0.399656659798787	0.999586527565408	""
"ENSG00000227113"	4.89805643993276	3.04204149875493	1.83282511188866	1.65975546658689	0.0969636559747124	0.999586527565408	""
"ENSG00000286376"	2.44552870486011	2.96201897968581	3.63536645873603	0.814778651150252	0.415199023287569	0.999586527565408	""
"ENSG00000073734"	6.45604821473258	2.93658979016482	2.06396705232717	1.42278908321417	0.154797306963247	0.999586527565408	"ABCB11"
"ENSG00000170044"	6.5560201875763	2.88564812108241	1.58357896608289	1.82223190815693	0.0684198049801531	0.999586527565408	"ZPLD1"
"ENSG00000121742"	46.6108825963712	2.69495219028616	0.907851147867124	2.96849565770512	0.00299261330483894	0.999586527565408	"GJB6"
"ENSG00000010319"	199.311316004718	2.67877399246111	0.928241775855405	2.88585804058703	0.00390348182401159	0.999586527565408	"SEMA3G"
"ENSG00000145506"	3.55796893373707	2.63679781299239	3.30434116245717	0.797979894736903	0.424882157484763	0.999586527565408	"NKD2"
"ENSG00000231324"	3.6579409065808	2.5602822837264	1.9410678959739	1.31900707287821	0.187166747910919	0.999586527565408	""
"ENSG00000288081"	3.6579409065808	2.5602822837264	1.9410678959739	1.31900707287821	0.187166747910919	0.999586527565408	""
"ENSG00000147724"	65.5028293318143	2.53159700136571	1.52335534689235	1.66185585426944	0.0965416799634312	0.999586527565408	"FAM135B"
"ENSG00000250687"	3.31592749528708	2.50062335405733	2.27403613162392	1.09964099482958	0.271488572894952	0.999586527565408	"NAIPP1"
"ENSG00000111732"	3.52287047118707	2.49211759717949	2.12267686076079	1.17404473721275	0.240377106833127	0.999586527565408	"AICDA"
"ENSG00000171596"	3.70352292351412	2.47956923293298	2.26473147281941	1.09486235462879	0.273576943718592	0.999586527565408	"NMUR1"
"ENSG00000267364"	12.2388676243526	2.44488179129596	1.2199940509545	2.00401124036886	0.0450688563598215	0.999586527565408	""
"ENSG00000184106"	3.30711955631001	2.38308265062536	2.27373506603429	1.048091612002	0.294596400521305	0.999586527565408	"TREML3P"
"ENSG00000258572"	3.48777200863706	2.37351653286764	2.33190938650863	1.017842522784	0.308752800199595	0.999586527565408	""
"ENSG00000275895"	3.20014855325374	2.34319495920726	2.11488701362269	1.10795278618383	0.267882206812775	0.999586527565408	"U2AF1L5"
"ENSG00000286977"	4.46170893369317	2.32344873836044	2.06604368954085	1.12458838606496	0.260763497419343	0.999586527565408	""
"ENSG00000229557"	3.35270157324333	2.29464339317537	2.64131366454839	0.868750812890564	0.384983441964363	0.999586527565408	"LINC00379"
"ENSG00000203797"	72.6317568718985	2.24036417900515	1.12535859890927	1.99080024907311	0.0465028519836105	0.999586527565408	"DDO"
"ENSG00000258001"	4.49848301164942	2.18021419791817	1.82961724478912	1.19162311359252	0.233409057845669	0.999586527565408	""
"ENSG00000085265"	2.88966744272462	2.1561240318029	2.03682795581636	1.05856953978164	0.289795865254551	0.999586527565408	"FCN1"
"ENSG00000248367"	4.41780253216609	2.15207415679384	1.75874310123595	1.2236432684691	0.221086829552913	0.999586527565408	""
"ENSG00000287566"	4.40375281599736	2.13503652148404	2.58827466398711	0.824887926768606	0.40943522131986	0.999586527565408	""
"ENSG00000286975"	2.6686747506559	2.12864952539457	2.49197189178476	0.85420286336778	0.3929925969415	0.999586527565408	""
"ENSG00000153563"	3.01592993914128	2.11427692260167	2.4571636317871	0.860454263301933	0.389538684908517	0.999586527565408	"CD8A"
"ENSG00000287110"	7.01103858053032	2.0810674912581	1.39704004335723	1.48962622879233	0.136322541530362	0.999586527565408	""
"ENSG00000237845"	2.58799427117257	2.0780610447323	2.46228014037626	0.843958008943189	0.398692870723403	0.999586527565408	""
"ENSG00000165076"	2.75459700733089	2.06342883032322	2.18897744432732	0.942645085572052	0.345862470550211	0.999586527565408	"PRSS37"
"ENSG00000215218"	4.02139916496197	2.0534232835228	1.98964722959433	1.0320539505596	0.302046844496984	0.999586527565408	"UBE2QL1"
"ENSG00000015413"	3.91442816190571	2.01876177996701	1.87620144934016	1.07598348816806	0.281934641074764	0.999586527565408	"DPEP1"
